title,ingredients,instructions,cook_time,servings,source,url
Apam balik,200ml Milk | 60ml Oil | 2 Eggs | 1600g Flour | 3 tsp Baking Powder | 1/2 tsp Salt | 25g Unsalted Butter | 45g Sugar | 3 tbs Peanut Butter,"Mix milk, oil and egg together. Sift flour, baking powder and salt into the mixture. Stir well until all ingredients are combined evenly.

Spread some batter onto the pan. Spread a thin layer of batter to the side of the pan. Cover the pan for 30-60 seconds until small air bubbles appear.

Add butter, cream corn, crushed peanuts and sugar onto the pancake. Fold the pancake into half once the bottom surface is browned.

Cut into wedges and best eaten when it is warm.",,,TheMealDB,https://www.themealdb.com/images/media/meals/adxcbq1619787919.jpg
Apple & Blackberry Crumble,120g Plain Flour | 60g Caster Sugar | 60g Butter | 300g Braeburn Apples | 30g Butter | 30g Demerara Sugar | 120g Blackberries | ¼ teaspoon Cinnamon | to serve Ice Cream,"Heat oven to 190C/170C fan/gas 5. Tip the flour and sugar into a large bowl. Add the butter, then rub into the flour using your fingertips to make a light breadcrumb texture. Do not overwork it or the crumble will become heavy. Sprinkle the mixture evenly over a baking sheet and bake for 15 mins or until lightly coloured.
Meanwhile, for the compote, peel, core and cut the apples into 2cm dice. Put the butter and sugar in a medium saucepan and melt together over a medium heat. Cook for 3 mins until the mixture turns to a light caramel. Stir in the apples and cook for 3 mins. Add the blackberries and cinnamon, and cook for 3 mins more. Cover, remove from the heat, then leave for 2-3 mins to continue cooking in the warmth of the pan.
To serve, spoon the warm fruit into an ovenproof gratin dish, top with the crumble mix, then reheat in the oven for 5-10 mins. Serve with vanilla ice cream.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xvsurr1511719182.jpg
Apple cake,4 Eggs | 200g Sugar | 200g Self-raising Flour | 200g Melted Butter | 1 tsp Vanilla Extract | 1 tsp Ground Cinnamon | 3 Apples | Pinch Salt | Sprinkling Ground Sugar,"Preheat the oven to 180°C. (350˚F) Grease a cake pan and line it with baking paper.
In a large bowl, break the four eggs with the sugar and beat until they have tripled in volume and become fluffy.
Sift the self-rising baking flour and add it to your egg mixture. Fold this over, preserving as much air as possible. Add the melted (and slightly cooled) butter and mix until combined.
Add cinnamon, pinch of salt and vanilla extract.
Add the diced apple to the batter and gently fold them into the batter so that the apple pieces are evenly distributed. You can roll the apple pieces through some more cinnamon.
Pour the batter into the prepared cake pan and smooth the top with a spatula.
Place the apple slices on top of the batter and press lightly. Sprinkle optionally with some almond shavings.
Bake the apple cake in the preheated oven for about 45-50 minutes, or until a wooden skewer comes out clean when inserted into the center of the cake.
Remove the cake from the oven and let it cool in the mold for a few minutes. Then carefully remove the cake from the mold and let cool completely on a wire rack.
Sprinkle the cooled apple cake with powdered sugar",,,TheMealDB,https://www.themealdb.com/images/media/meals/c0gmo31766594751.jpg
Apple Frangipan Tart,"175g/6oz digestive biscuits | 75g/3oz butter | 200g/7oz Bramley apples | 75g/3oz Salted Butter | 75g/3oz caster sugar | 2 free-range eggs, beaten | 75g/3oz ground almonds | 1 tsp almond extract | 50g/1¾oz flaked almonds","Preheat the oven to 200C/180C Fan/Gas 6.
Put the biscuits in a large re-sealable freezer bag and bash with a rolling pin into fine crumbs. Melt the butter in a small pan, then add the biscuit crumbs and stir until coated with butter. Tip into the tart tin and, using the back of a spoon, press over the base and sides of the tin to give an even layer. Chill in the fridge while you make the filling.
Cream together the butter and sugar until light and fluffy. You can do this in a food processor if you have one. Process for 2-3 minutes. Mix in the eggs, then add the ground almonds and almond extract and blend until well combined.
Peel the apples, and cut thin slices of apple. Do this at the last minute to prevent the apple going brown. Arrange the slices over the biscuit base. Spread the frangipane filling evenly on top. Level the surface and sprinkle with the flaked almonds.
Bake for 20-25 minutes until golden-brown and set.
Remove from the oven and leave to cool for 15 minutes. Remove the sides of the tin. An easy way to do this is to stand the tin on a can of beans and push down gently on the edges of the tin.
Transfer the tart, with the tin base attached, to a serving plate. Serve warm with cream, crème fraiche or ice cream.",,,TheMealDB,https://www.themealdb.com/images/media/meals/wxywrq1468235067.jpg
Apricot & Turkish delight mess,100g  Mascarpone | 50g Greek Yogurt | 25g Icing Sugar | 2 tablespoons Orange Blossom Water | 1 Meringue Nests | 3 Apricot | 2 pieces  Turkish Delight | 25g Almonds | 4 Mint,"step 1
Place the mascarpone, yogurt, sugar and orange flower water into a large bowl and whisk until thickened. Fold the remaining ingredients through, then divide the mix between 2 dessert glasses or bowls and decorate with extra mint, if you like.",,,TheMealDB,https://www.themealdb.com/images/media/meals/p277uc1764109195.jpg
Authentic Norwegian Kransekake,3 Cups Almonds | 4 Egg White | 4 cups  Powdered Sugar | 2 cups  Powdered Sugar | 1 Egg White | 1/2 teaspoon Lemon Juice,"Grind almonds in an almond grinder or food processor.
▢
Mix almonds and powdered sugar together in a large mixing bowl. Add three of the egg whites and knead the dough together with your hands until it comes together in a ball. Wrap in cling film and leave in the fridge for at least an hour, preferably until the next day.
▢
Grease the kransekake forms thoroughly and coat with semolina, flour, or bread crumbs.
▢
Preheat oven to 210°C (410°F) top and bottom heat. Divide the dough into six sections.
▢
Slowly add the remaining egg white to the dough and knead it until you can roll it into long sausages about as thick as your index finger. Fill the forms with the dough sausages, pinching the ends together to make rings.
▢
Set the forms on a baking sheet and back in the middle of the oven for about 10 – 12 minutes, until the tops are golden brown.",,,TheMealDB,https://www.themealdb.com/images/media/meals/yk78uc1763075719.jpg
Bakewell tart,"175g/6oz plain flour | 75g/2½oz chilled butter | 2-3 tbsp cold water | 1 tbsp raspberry jam | 125g/4½oz butter | 125g/4½oz caster sugar | 125g/4½oz ground almonds | 1 free-range egg, beaten | ½ tsp almond extract | 50g/1¾oz flaked almonds","To make the pastry, measure the flour into a bowl and rub in the butter with your fingertips until the mixture resembles fine breadcrumbs. Add the water, mixing to form a soft dough.
Roll out the dough on a lightly floured work surface and use to line a 20cm/8in flan tin. Leave in the fridge to chill for 30 minutes.
Preheat the oven to 200C/400F/Gas 6 (180C fan).
Line the pastry case with foil and fill with baking beans. Bake blind for about 15 minutes, then remove the beans and foil and cook for a further five minutes to dry out the base.
For the filing, spread the base of the flan generously with raspberry jam.
Melt the butter in a pan, take off the heat and then stir in the sugar. Add ground almonds, egg and almond extract. Pour into the flan tin and sprinkle over the flaked almonds.
Bake for about 35 minutes. If the almonds seem to be browning too quickly, cover the tart loosely with foil to prevent them burning.",,,TheMealDB,https://www.themealdb.com/images/media/meals/wyrqqq1468233628.jpg
Adana kebab,2 large Romano Pepper | 800g Lamb Mince | 3  tablespoons Red Pepper Paste | 1 tablespoon Pul Biber | 3  tablespoons Sunflower Oil,"step 1
Finely chop the peppers in a food processor, then tip them in a sieve and press into the sieve so that the peppers release all of their juices. Tip into a bowl along with the mince, red pepper paste, pul biber, 1½ tsp flaky sea salt, and 2 tbsp of the oil. Mix together, kneading well for at least 2-3 mins. If you need to, wet your hands with cold water to prevent the mixture from sticking. The mixture should be sticky when ready. Cover and chill for at least 2 hrs, or up to 12 hrs.

step 2
When ready to cook, heat the grill to high or an oven to 220C/200C fan/gas 6. Divide the mixture into 12 equal portions, around 85g each. If you’d like to skewer them, divide into 8 equal portions and roll into balls. Using wet hands, thread the balls onto the end of the skewers, massaging the mixture down the skewers in between the palms of your hands, until evenly distributed. Ensure that the mixture is fully wrapped tightly around the skewers without any exposed metal. Alternatively, lay them on a large baking tray lined with parchment paper if cooking in the oven, or foil if cooking under the grill. Shape into 20cm-long köfte. Wet your fingers with a little cold water and make indents all along the köfte for the traditional shape.

step 3
Gently brush each köfte with the remaining 1 tbsp oil and cook under the grill, on the top shelf for 10-12 mins, turning regularly, or cook in the oven for 16-18 mins, until crispy on the outside and juicy in the middle",,,TheMealDB,https://www.themealdb.com/images/media/meals/04axct1763793018.jpg
Chilli ginger lamb chops,4 Cloves Crushed Garlic | 1 tblsp  Ginger | 1 tblsp  Lemon Juice | 1 tblsp  Olive Oil | 1/2 tsp Chili Powder | 1 tsp Cumin | 8 Lamb Loin Chops,"step 1
Put the garlic in a bowl with the ginger, lemon juice, oil, spices and seasoning. Blitz with a hand blender until smooth, then use to coat the lamb chops on both sides. Leave to marinate in the fridge for a couple of hours or overnight.

step 2
Heat a barbecue until hot. Barbecue the chops over the coals for 3 mins on each side until cooked but still pink and juicy in the centre.",,,TheMealDB,https://www.themealdb.com/images/media/meals/8xuvhj1763794991.jpg
"Chorba Hamra bel Frik (Algerian Lamb, Tomato, and Freekeh Soup)",1 cup Freekeh | 12 ounces Lamb | 1 finely chopped  Onion | 1 tsp Black Pepper | 1 tsp Paprika | 1 tsp Ground Cinnamon | To taste Salt | 3  tablespoons Vegetable Oil | 1  bunch Cilantro | 1  bunch Mint | 1 Celery | 14 oz jar Chickpeas | 4 cups Water | 1 Diced Zucchini | 1 Diced Carrots | 1 tablespoon Tomato Puree | 3 Medium Tomato | 1 Diced Potatoes,"Place freekeh in a small bowl and cover with cold water. Set aside.

Combine lamb, onion, black pepper, paprika, cinnamon, and salt in a pot. Stir in oil, 1/2 the cilantro, 1/2 the mint, and celery stalk until combined. Simmer over low heat for 15 minutes. Stir in chickpeas; pour in just enough water to cover, and return to a simmer. Stir in zucchini, carrot, and tomato paste.

Set a steamer over the pot; add tomatoes. Cover and steam tomatoes until soft, about 5 minutes. Crush tomatoes using a wooden spoon, so pulp drips into soup. Remove the steamer and discard leftover tomato peels.

Add potato to soup and just enough water to cover. Simmer until potato is soft, about 10 minutes.

Drain freekeh and add to soup. Simmer until soft, about 15 minutes. Remove celery stalk and discard. Sprinkle soup with remaining 1/2 cilantro and remaining 1/2 mint before serving.",,,TheMealDB,https://www.themealdb.com/images/media/meals/p9tebp1764118792.jpg
Fårikål (Norwegian National Dish),3 Lbs Lamb | 1 head White Cabbage | 3  tablespoons Whole black peppercorns | 3 tsp Salt | 1 1/2 cups  Water | 5 tablespoons Flour,"▢
Cut the lamb into large pieces.
▢
Slice the cabbage into large wedges, keeping the core attached.
▢
Add a layer of lamb pieces to the bottom of a large pot, fatty side down. Sprinkle with peppercorns and salt. Add a layer of cabbage wedges on top. Repeat with more layers of lamb, peppercorns, and cabbage, ending with cabbage on top.
▢
Optional: Sprinkle a couple of tablespoons on top of the lamb for a thicker stew.
▢
Add water to the pot and bring to a boil. Cover and reduce heat. Cook on low heat for 2 – 3 hours, until the lamb gently falls away from the bone.
▢
Serve with boiled potatoes and fresh parsley, covering generously with the fårikål broth.",,,TheMealDB,https://www.themealdb.com/images/media/meals/ttfxxn1762773067.jpg
Hot cumin lamb wrap with crunchy slaw & spicy mayo,4 small Lamb Leg | 2 tsp Olive Oil | 1 tsp Ground Cumin | 1 tablespoon Sugar | 3  tablespoons White Wine Vinegar | 2 Carrots | 2 sliced Spring Onions | 400g White Cabbage | 5 Sweet Peppadew Peppers | 3  tablespoons Mayonnaise | 4 large Pita Bread,"step 1
Heat a griddle pan. Rub the lamb steaks with the oil, cumin and some seasoning. Griddle for about 3-4 mins on each side or until cooked to your liking. Place to one side on a plate to rest.

step 2
In a large bowl, stir the sugar into the vinegar until dissolved. Add the carrots, spring onions, cabbage and some seasoning, and toss together.

step 3
Blitz the whole peppers and the mayo in a food processor. Add a heap of the salad to each flatbread. Slice the lamb, trimming off any excess fat and lay on top of the salad, drizzling with the resting juices. Spoon over the mayo and scatter with a few of the sliced peppers. Roll up and eat. If using pitta, split and stuff. Serve any extra salad on the side.",,,TheMealDB,https://www.themealdb.com/images/media/meals/jyylmo1763790808.jpg
Imam bayildi with BBQ lamb & tzatziki,3 Aubergine | 2 tablespoons Olive Oil | 1 chopped Onion | 2 cloves chopped Garlic | 1 tsp Cinnamon | 8 Tomato | Bunch Parsley | 12 Lamb Loin Chops | Pinch Paprika | 1 Lemon | 150g Greek Yogurt | 1/2  Cucumber | 2 tbs chopped Mint,"step 1
Heat oven to 190C/170C fan/gas 5. Halve the aubergines lengthways and score the flesh side deeply, brush with a good layer of olive oil and put on a baking sheet. Roast for 20 mins or until the flesh is soft enough to scoop out.

step 2
Fry the onion in a little oil until soft, add the garlic and cinnamon and fry for 1 min. Once the aubergines are cool enough to handle, scoop out the centres. Roughly chop the flesh and add it to the onions. Halve the tomatoes, scoop the seeds and juice into a sieve set over a bowl, then chop the flesh. Add the chopped tomatoes to the pan and cook everything for 10 mins until nice and soft. Add a little more oil if you need to. Stir in the parsley, leaving a little for scattering at the end.

step 3
Lay the aubergine halves in a baking dish and divide the tomato mixture between them. Pour over the juice from the tomatoes, drizzle with more olive oil and bake for 30 mins until the aubergines have collapsed.

step 4
Meanwhile, mix the tzatziki ingredients together and put in a small serving bowl.

step 5
Season the lamb with salt, black pepper and a pinch of paprika. Griddle, grill or barbecue for 3 mins on each side or until the fat is nicely browned, then put in a serving dish and squeeze over the lemon halves. Scatter the aubergines with parsley, then serve with the lamb and tzatziki.",,,TheMealDB,https://www.themealdb.com/images/media/meals/ampz9v1763787134.jpg
Kapsalon,250 Grams Fries | 500 Grams Doner Meat | Topping Garlic sauce | Topping Hotsauce | 1 Bulb Lettuce | 1 Tomato | 3rd Cucumber | 100 Grams Gouda cheese,"Cut the meat into strips. Heat oil in a pan and fry the strips for 6 minutes until it's ready.
Bake the fries until golden brown in a deep fryrer. When ready transfer to a backing dish. Make sure the fries are spread over the whole dish.
Cover the fries with a new layer of meat and spread evenly.
Add a layer of cheese over the meat. You can also use grated cheese. When done put in the oven for a few minutes until the cheese is melted.
Chop the lettuce, tomato and cucumber in small pieces and mix together. for a basic salad. As extra you can add olives jalapenos and a red union.
Dived the salad over the dish and Serve with garlicsauce and hot sauce",,,TheMealDB,https://www.themealdb.com/images/media/meals/sxysrt1468240488.jpg
Keleya Zaara,4 tbs Olive Oil | 750g Lamb | 1 1/2 tsp  Saffron | 1 Large Chopped Onion | 25 ml Water | 30g Parsley | 1 tbs Butter | 1 Lemon,"Heat the vegetable oil in a large frying pan over medium-high heat. Add the lamb and cook until browned on all sides, about 5 minutes. Season with saffron, salt and pepper to taste; stir in all but 4 tablespoons of the onion, and pour in the water. Bring to the boil, then cover, reduce heat to medium-low, and simmer until the lamb is tender, about 15 minutes.
Uncover the pan, stir in the butter and allow the sauce reduce 5 to 10 minutes to desired consistency. Season to taste with salt and pepper, then pour into a serving dish. Sprinkle with the remaining chopped onions and parsley. Garnish with lemon wedges to serve.
",,,TheMealDB,https://www.themealdb.com/images/media/meals/8x09hy1560460923.jpg
kofta burgers,1kg Lamb | 2 Onion | 1 Garlic Bulb | 6 tablespoons Garam Masala | Bunch Coriander | 1 tablespoon Chilli Sauce | 8 Pita Bread | 4 sliced Tomato | 1/2  Red Cabbage | 1 sliced Red Onions | Small pack Yogurt,"step 1
Tip the mince into a large bowl (use a clean washing-up bowl if you don’t have anything big enough) with all the other burger ingredients and a good pinch of salt. Roll up your sleeves, get your hands into the mix and squelch everything together through your fingers until completely mixed. Pat the mix into 16 small burgers. These may now be frozen for up to 1 month or chilled up to a day ahead.

step 2
To cook, heat grill to its highest setting and lay the burgers in a single layer on a baking tray (you may need to do this in batches, depending on how big your tray is). Grill on the highest shelf for 5-6 mins on each side until browned and cooked through. Pile burgers onto a platter and serve with all the accompaniments, so everyone can construct their own sandwich.",,,TheMealDB,https://www.themealdb.com/images/media/meals/lgmnff1763789847.jpg
Lamb & apricot meatballs,2 tablespoons Olive Oil | 2 chopped Red Onions | 4 Cloves Crushed Garlic | 2 tsp Ground Cumin | 2 tsp Ground Coriander | 400g Tinned Tomatos | 1/2 teaspoon Sugar | 10g Mint | 500g Lamb Mince | 8 Dried Apricots | 50g Breadcrumbs | To serve Pita Bread,"step 1
Heat 2 tsp oil in a pan and soften the onions for 5 mins. Add the garlic and spices and cook for a few mins more. Spoon half the onion mixture into a bowl and set aside to cool. Add the tomatoes, sugar and seasoning to the remaining onions in the pan and simmer for about 10 mins until reduced.

step 2
Meanwhile, add the mint, lamb, apricots and breadcrumbs to the cooled onions, season and mix well with your hands. Shape into little meatballs.

step 3
Heat the rest of the oil in a non-stick pan and fry the meatballs until golden (in batches if you need to). Stir in the sauce with a splash of water and gently cook everything for a few mins until the meatballs are cooked through. Serve with pitta bread and salad.",,,TheMealDB,https://www.themealdb.com/images/media/meals/72fgzj1764109947.jpg
Bean & Sausage Hotpot,8 large Sausages | 1 Jar Tomato Sauce | 1200g Butter Beans | 1 tbls Black Treacle | 1 tsp  English Mustard,"In a large casserole, fry the sausages until brown all over – about 10 mins.

Add the tomato sauce, stirring well, then stir in the beans, treacle or sugar and mustard. Bring to the simmer, cover and cook for 30 mins. Great served with crusty bread or rice.",,,TheMealDB,https://www.themealdb.com/images/media/meals/vxuyrx1511302687.jpg
Callaloo Jamaican Style,1  bunch Kale | 2 strips Bacon | 3 cloves Chopped Garlic | 1 medium Onion | 1/2 tsp Paprika | 1 Sprig Thyme | 1 Tomato | 1 Red Pepper | 4 Banana | Splash Vegetable Oil,"Cut leaves and soft stems from the kale branches, them soak in a bowl of cold water for about 5-10 minutes or until finish with prep.
Proceed to slicing the onions, mincing the garlic and dicing the tomatoes. Set aside
Remove kale from water cut in chunks.
Place bacon on saucepan and cook until crispy. Then add onions, garlic, thyme, stir for about a minute or more
Add tomatoes; scotch bonnet pepper, smoked paprika. Sauté for about 2-3 more minutes.
Finally add vegetable, salt, mix well, and steamed for about 6-8 minutes or until leaves are tender. Add a tiny bit of water as needed. Adjust seasonings and turn off the heat.
Using a sharp knife cut both ends off the plantain. This will make it easy to grab the skin of the plantains. Slit a shallow line down the long seam of the plantain; peel only as deep as the peel. Remove plantain peel by pulling it back.
Slice the plantain into medium size lengthwise slices and set aside.
Coat a large frying pan with cooking oil spray. Spray the tops of the plantains with a generous layer of oil spray and sprinkle with salt, freshly ground pepper.
Let the plantains ""fry"" on medium heat, shaking the frying pan to redistribute them every few minutes.
As the plantains brown, continue to add more cooking oil spray, salt and pepper (if needed) until they have reached the desired color and texture.
Remove and serve with kale",,,TheMealDB,https://www.themealdb.com/images/media/meals/ussyxw1515364536.jpg
Chakchouka ,4 Tomatoes | 2 tbs Olive Oil | 1 Diced Onion | 1 sliced Red Pepper | 1 sliced Green Pepper | 3 Cloves Crushed Garlic | 1 tsp  Cumin | 1 tsp  Paprika | 3/4 teaspoon Salt | 1/2 teaspoon Chili Powder | 4 Eggs,"In a large cast iron skillet or sauté pan with a lid, heat oil over medium high heat. Add the onion and sauté for 2-3 minutes, until softened. Add the peppers and garlic, and sauté for an additional 3-5 minutes. Add the tomatoes, cumin, paprika, salt, and chili powder. Mix well and bring the mixture to a simmer. Reduce the heat to medium low and continue to simmer, uncovered, 10-15 minutes until the mixture has thickened to your desired consistency. (Taste the sauce at this point and adjust for salt and spice, as desired.) Using the back of a spoon, make four craters in the mixture, large enough to hold an egg. Crack one egg into each of the craters. Cover the skillet and simmer for 5-7 minutes, until the eggs have set. Serve immediately with crusty bread or pita.",,,TheMealDB,https://www.themealdb.com/images/media/meals/gpz67p1560458984.jpg
Duck Confit,Handful Sea Salt | 4 Bay Leaf | 4 cloves Garlic | Handful Thyme | 4 Duck Legs | 100ml White Wine,"The day before you want to make the dish, scatter half the salt, half the garlic and half of the herbs over the base of a small shallow dish. Lay the duck legs, skin-side up, on top, then scatter over the remaining salt, garlic and herbs. Cover the duck and refrigerate overnight. This can be done up to 2 days ahead.
Pour the wine into a saucepan that will snugly fit the duck legs in a single layer. Brush the salt off the duck legs and place them, skin-side down, in the wine. Cover the pan with a lid and place over a medium heat. As soon as the wine starts to bubble, turn the heat down to the lowest setting and cook for 2 hours, checking occasionally that the liquid is just barely simmering. (If you own a heat diffuser, it would be good to use it here.) After 2 hours, the duck legs should be submerged in their own fat and the meat should feel incredibly tender when prodded. Leave to cool.
The duck legs are now cooked and can be eaten immediately – or you can follow the next step if you like them crisp. If you are preparing ahead, pack the duck legs tightly into a plastic container or jar and pour over the fat, but not the liquid at the bottom of the pan. Cover and leave in the fridge for up to a month, or freeze for up to 3 months. The liquid you are left with makes a tasty gravy, which can be chilled or frozen until needed.
To reheat and crisp up the duck legs, heat oven to 220C/fan 200C/gas 7. Remove the legs from the fat and place them, skin-side down, in an ovenproof frying pan. Roast for 30-40 mins, turning halfway through, until brown and crisp. Serve with the reheated gravy, a crisp salad and some crisp golden ptoatoes.",,,TheMealDB,https://www.themealdb.com/images/media/meals/wvpvsu1511786158.jpg
French Lentils With Garlic and Thyme,3 tablespoons Olive Oil | 1 Onion | 2 cloves Garlic | 1 Carrots | 2 1/4 cups French Lentils | 1 teaspoon Thyme | 3 Bay Leaf | 1 tablespoon Salt | 2 sticks Celery,"Place a large saucepan over medium heat and add oil. When hot, add chopped vegetables and sauté until softened, 5 to 10 minutes.
Add 6 cups water, lentils, thyme, bay leaves and salt. Bring to a boil, then reduce to a fast simmer.
Simmer lentils until they are tender and have absorbed most of the water, 20 to 25 minutes. If necessary, drain any excess water after lentils have cooked. Serve immediately, or allow them to cool and reheat later.
For a fuller taste, use some chicken stock and reduce the water by the same amount.",,,TheMealDB,https://www.themealdb.com/images/media/meals/vwwspt1487394060.jpg
French Omelette,3 Eggs | 2 knobs Butter | 1 tsp  Parmesan | 3 chopped Tarragon Leaves | 1 tbs chopped Parsley | 1 tbs chopped Chives | 4 tbs Gruyère,"Get everything ready. Warm a 20cm (measured across the top) non-stick frying pan on a medium heat. Crack the eggs into a bowl and beat them with a fork so they break up and mix, but not as completely as you would for scrambled egg. With the heat on medium-hot, drop one knob of butter into the pan. It should bubble and sizzle, but not brown. Season the eggs with the Parmesan and a little salt and pepper, and pour into the pan.
Let the eggs bubble slightly for a couple of seconds, then take a wooden fork or spatula and gently draw the mixture in from the sides of the pan a few times, so it gathers in folds in the centre. Leave for a few seconds, then stir again to lightly combine uncooked egg with cooked. Leave briefly again, and when partly cooked, stir a bit faster, stopping while there’s some barely cooked egg left. With the pan flat on the heat, shake it back and forth a few times to settle the mixture. It should slide easily in the pan and look soft and moist on top. A quick burst of heat will brown the underside.
Grip the handle underneath. Tilt the pan down away from you and let the omelette fall to the edge. Fold the side nearest to you over by a third with your fork, and keep it rolling over, so the omelette tips onto a plate – or fold it in half, if that’s easier. For a neat finish, cover the omelette with a piece of kitchen paper and plump it up a bit with your fingers. Rub the other knob of butter over to glaze. Serve immediately.",,,TheMealDB,https://www.themealdb.com/images/media/meals/yvpuuy1511797244.jpg
Locro,500g Dried white corn | 200g Dried white beans | 300g Pumpkin | 200g Potatoes | 300g Beef | 200g Pork | 1 Chorizo | 1 chopped Onion | 1 teaspoon Paprika | To taste Salt | To taste Pepper,"Soak: Soak corn and beans overnight in water.
Cook Meats: In a large pot, brown the beef and pork. Add onions and spices, cooking until translucent.
Simmer the Stew: Add soaked corn and beans, pumpkin, potato, and enough water to cover. Simmer for 2-3 hours, until thick.
Serve: Enjoy hot, with bread on the side.
Pro Tips:

Toasting the corn slightly before adding it to the stew enhances its flavor.
Add a spoonful of paprika or a dash of cumin for an extra layer of warmth and complexity",,,TheMealDB,https://www.themealdb.com/images/media/meals/5sgsob1763196284.jpg
Migas,1 large Bread | 1 1/2 L  Olive Oil | Half Garlic | 1 Handfull Pork,"Crumble the bread into small pieces. Sprinkle with cold water, cover with a damp cloth and leave for 30 minutes.
Heat 2 tsp of olive oil in a deep pan. Add the garlic cloves separated, skins on; just make a small cut with a knife to open them and keep frying for 5 minutes. Set the garlic aside.
In the same oil, where we fried everything, simmer the bread, stirring constantly for 15 minutes and add a grinding of black pepper.
Add the garlic, continue stirring for about 20 minutes. It will be ready when the bread is soft and golden.",,,TheMealDB,https://www.themealdb.com/images/media/meals/xd9aj21740432378.jpg
Mutabbaq,500g Mincemeat | 1.5 tbs minced Garlic | 1.5 tbs minced Ginger | 1 Egg | 1 large Tomato | 4 Spring Onions | 12 Filo Pastry | 1 1/2 cups  Melted Butter | 1 tsp Salt | 1 tsp Paprika | 1 tsp Cumin | 1 tsp Allspice | 1 tsp Turmeric | 1 tsp Black Pepper | 1 tsp Sugar,"1
Heat the frying pan and add in some oil. Fry the mashed garlic and ginger first and then add in the minced meat and all seasoning. When the meat is cooked, set aside to cool down.
2
Get another big bowl. Add in egg, chopped tomato, chopped spring onion and minced meat.
3
Get one 2 sheets of filo pastry or 1 sheet spring roll wrap. Brush it with some butter and then put some filling in the middle. Fold the pastry and brush more butter on the seal part.
4
Heat a frying pan and add in some oil to cook the parcel until its both sides and 4 edges all turn into golden brown. (Or brush melted butter all over the parcel and bake it in 180°C oven for 10-15 minutes)
5
Enjoy 

",,,TheMealDB,https://www.themealdb.com/images/media/meals/i5o2b61763739053.jpg
